1.000000000000000000e+00 1.000000000000000000e+00
5.174334078978257700e-01 4.060949578236542346e-01
3.821346810952025441e-01 2.566032766487834627e-01
3.130762117874196226e-01 2.103381289996562320e-01
2.702608287108391183e-01 1.749007281421453841e-01
2.407804627780475437e-01 1.480643034747676501e-01
2.190625748628433900e-01 1.272882014501784120e-01
2.022829470347034808e-01 1.109523047037440507e-01
1.888499771347363354e-01 9.786573396166090011e-02
1.777954969091666282e-01 9.067877337358688783e-02
1.684954590864270740e-01 8.425394063519543730e-02
1.605288850805808576e-01 7.844549922645452367e-02
1.536011352206967939e-01 7.321013141256431378e-02
1.474996227648989189e-01 6.849252432898032816e-02
1.420669864902615875e-01 6.423607400379964527e-02
1.371841706009749029e-01 6.038754786719516959e-02
1.327593823578244736e-01 5.689886022056780956e-02
1.287206710856889369e-01 5.384649940069127783e-02
1.250108122007226319e-01 5.169167999020268800e-02
1.215837005751281286e-01 4.964463495228964990e-02
1.184017571646775457e-01 4.770384507519823819e-02
1.154340310657144542e-01 4.586596821487665121e-02
1.126547883738465289e-01 4.412659435331383467e-02
1.100424478998955902e-01 4.248074500817554389e-02
1.075787680216301612e-01 4.092320171442060533e-02
1.052482180321205607e-01 3.944871963539700599e-02
1.030374868410872391e-01 3.805216372125951735e-02
1.009350951847294287e-01 3.672859258292417162e-02
9.893108671772575524e-02 3.547330712102354094e-02
9.701677984504801511e-02 3.428187550712635118e-02
9.518456677402495347e-02 3.319365417456220102e-02
9.342774960442923327e-02 3.231036856707798777e-02
9.174040571179982451e-02 3.145604576915504713e-02
9.011727647872021241e-02 3.063008372368114518e-02
8.855367477075558325e-02 2.983176377417369463e-02
8.704540756399879731e-02 2.906028723352081441e-02
8.558871089843120283e-02 2.831480355636294827e-02
8.418019491886299943e-02 2.759443197599205019e-02
8.281679721868881461e-02 2.689827804551478407e-02
8.149574305426035559e-02 2.622544620077055244e-02
8.021451127370179957e-02 2.557504921492552430e-02
7.897080502151754278e-02 2.494621522379913275e-02
7.776252645283517062e-02 2.433809285326502675e-02
7.658775482871886531e-02 2.374985486541995178e-02
7.544472747436395399e-02 2.318070065089705700e-02
7.433182317099380765e-02 2.262985782493723980e-02
7.324754762443347333e-02 2.209658313018317624e-02
7.219052071210245447e-02 2.158016280624674987e-02
7.115946525826070956e-02 2.107991255229493821e-02
7.015319712686941822e-02 2.059517718226445623e-02
6.917061645405611636e-02 2.012533005122511473e-02
6.821069986921413086e-02 1.966977231473772750e-02
6.727249357626675919e-02 1.925457558639777009e-02
6.635510718541412500e-02 1.886854390046864560e-02
6.545770820143125002e-02 1.849160692302362352e-02
6.457951708782881661e-02 1.812354074725560510e-02
6.371980283736546069e-02 1.776412162965933933e-02
6.287787898886128268e-02 1.741312707887001862e-02
6.205310003829565824e-02 1.707033674450265243e-02
6.124485819901495653e-02 1.673553313721725874e-02
6.045258047171900295e-02 1.640850220640764981e-02
5.967572598990038280e-02 1.608903379784873064e-02
5.891378361070831460e-02 1.577692201022771676e-02
5.816626972490990255e-02 1.547196546659757033e-02
5.743272626281475252e-02 1.517396751435319893e-02
5.671271887579256571e-02 1.488273636528189559e-02
5.600583527541044132e-02 1.459808518548050445e-02
5.531168371429844716e-02 1.431983214347442614e-02
5.462989159466782180e-02 1.404780042360235029e-02
5.396010419198932206e-02 1.378181821067403674e-02
5.330198348272521119e-02 1.352171865100598031e-02
5.265520706622316138e-02 1.326733979415899503e-02
5.201946717194640829e-02 1.301852451905940143e-02
5.139446974415387559e-02 1.290957228737759331e-02
5.077993359697040299e-02 1.281226367433236160e-02
5.017558963351890361e-02 1.271530282553596375e-02
4.958118012343147585e-02 1.261870075048790452e-02
4.899645803363022328e-02 1.252246849728127706e-02
4.842118640777623439e-02 1.242661710456793162e-02
4.785513779023752023e-02 1.233115755745167220e-02
4.729809369082881021e-02 1.223610074718873078e-02
4.674984408693524246e-02 1.214145743455720405e-02
4.621018695995220138e-02 1.204723821672966377e-02
4.567892786326060994e-02 1.195345349750447268e-02
4.515587951921320314e-02 1.186011346070999298e-02
4.464086144283798546e-02 1.176722804663388189e-02
4.413369959017178490e-02 1.167480693127246824e-02
4.363422602932266747e-02 1.158285950826824263e-02
4.314227863252759199e-02 1.149139487332853302e-02
4.265770078762255724e-02 1.140042181098727125e-02
4.218034112747888476e-02 1.130994878353238156e-02
4.171005327608226509e-02 1.121998392194686889e-02
4.124669561004291191e-02 1.113053501871106958e-02
4.079013103442585136e-02 1.104160952232200593e-02
4.034022677188201650e-02 1.095321453339067989e-02
3.989685416414398555e-02 1.086535680218346685e-02
3.945988848502575419e-02 1.077804272747962498e-02
3.902920876413427248e-02 1.069127835663613059e-02
3.860469762056375348e-02 1.060506938673350802e-02
3.818624110589999288e-02 1.051942116670720462e-02
3.777372855591473039e-02 1.043433870035990856e-02
3.736705245037683781e-02 1.034982665016660058e-02
3.696610828045158309e-02 1.026588934178021550e-02
3.657079442319770279e-02 1.018253076916060540e-02
3.618101202270976313e-02 1.009975460025051841e-02
3.579666487748550674e-02 1.001756418312794994e-02
3.541765933362933660e-02 9.935962552573351231e-03
3.504390418353082320e-02 9.854952436988844572e-03
3.467531056968280873e-02 9.774536265612350158e-03
3.431179189332789897e-02 9.694716175984940953e-03
3.395326372764351924e-02 9.615494021615194481e-03
3.359964373519626346e-02 9.536871379803531223e-03
3.325085158941441799e-02 9.458849559585090147e-03
3.290680889984498592e-02 9.381429609759416727e-03
3.256743914097728204e-02 9.304612326972185737e-03
3.223266758442956681e-02 9.228398263816951427e-03
3.190242123430897525e-02 9.152787736938861399e-03
3.157662876556722314e-02 9.077780835111076349e-03
3.125522046518641045e-02 9.003377427259184537e-03
3.093812817603958792e-02 8.929577170426330340e-03
3.062528524328111609e-02 8.856379517650697641e-03
3.031662646313051240e-02 8.783783725744507762e-03
3.001208803392269031e-02 8.711788862966703129e-03
2.971160750930475214e-02 8.640393816567386309e-03
2.941512375346738359e-02 8.569597300204789825e-03
2.912257689830543422e-02 8.499397861220083644e-03
2.883390830240894348e-02 8.429793887761089996e-03
2.854906051179138815e-02 8.360783615759917117e-03
2.826797722226796761e-02 8.292365135742520849e-03
2.799060324340151354e-02 8.224536399481065588e-03
2.771688446393853061e-02 8.157295226481295694e-03
2.744676781866259296e-02 8.090639310295138706e-03
2.718020125659595040e-02 8.024566224672501427e-03
2.691713371048492370e-02 7.959073429534986241e-03
2.665751506750747152e-02 7.894158276782366201e-03
2.640129614114545414e-02 7.829818015927688529e-03
2.614842864416681845e-02 7.766049799561765450e-03
2.589886516266628330e-02 7.702850688649095882e-03
2.565255913111558900e-02 7.640217657656249266e-03
2.540946480837740634e-02 7.578147599514981417e-03
2.516953725463903432e-02 7.516637330420903804e-03
2.493273230922465541e-02 7.455683594473830680e-03
2.469900656924707560e-02 7.395283068154520113e-03
2.446831736906160404e-02 7.335432364650867031e-03
2.424062276048712453e-02 7.276128038030529009e-03
2.401588149376082670e-02 7.217366587258536303e-03
2.379405299919497979e-02 7.159144460076920236e-03
2.357509736950559945e-02 7.101458056736026196e-03
2.335897534278456172e-02 7.044303733583058905e-03
2.314564828608781794e-02 6.987677806523796831e-03
2.293507817961406431e-02 6.931576554343743708e-03
2.272722760144921250e-02 6.875996221899094256e-03
2.252205971285330122e-02 6.820933023189416043e-03
2.231953824406760975e-02 6.766383144300135155e-03
2.211962748062081680e-02 6.712342746229254219e-03
2.192229225011396027e-02 6.658807967602505158e-03
2.172749790946495313e-02 6.605774927266059963e-03
2.153521033259440595e-02 6.553239726783536764e-03
2.134539589853513483e-02 6.501198452817801184e-03
2.115802147994868751e-02 6.449647179415661340e-03
2.097305443203295941e-02 6.398581970194348011e-03
2.079046258180571038e-02 6.347998880428374832e-03
2.061021421774926130e-02 6.297893959050141106e-03
2.043227807980273203e-02 6.248263250555096196e-03
2.025662334968817216e-02 6.199102796826502955e-03
2.008321964155824688e-02 6.150408638874195304e-03
1.991203699295297433e-02 6.102176818491554001e-03
1.974304585605399578e-02 6.054403379838190283e-03
1.957621708922529027e-02 6.007084370947201116e-03
1.941152194882946741e-02 5.960215845157885127e-03
1.924893208130949371e-02 5.913793862484433353e-03
1.908841951552603389e-02 5.867814490909238449e-03
1.892995665534089392e-02 5.822273807623310447e-03
1.877351627243762852e-02 5.777167900192436804e-03
1.861907149937051462e-02 5.732492867673768394e-03
1.846659582283361606e-02 5.688244821668454916e-03
1.831606307714196691e-02 5.644419887323596889e-03
1.816744743791704614e-02 5.601014204276636918e-03
1.802072341596930652e-02 5.558023927554374931e-03
1.787586585137047532e-02 5.515445228415215458e-03
1.773284990770891689e-02 5.473274295154434074e-03
1.759165106652137503e-02 5.431507333852931760e-03
1.745224512189484309e-02 5.390140569093176091e-03
1.731460817523225795e-02 5.349170244625040156e-03
1.717871663017644587e-02 5.308592623996599182e-03
1.704454718768633886e-02 5.268403991144572293e-03
1.691207684126012911e-02 5.228600650949419282e-03
1.678128287230020582e-02 5.189178929752065288e-03
1.665214284561446212e-02 5.150135175841925352e-03
1.652463460504942708e-02 5.111465759905184716e-03
1.639873626925025460e-02 5.073167075450502571e-03
1.627442622754305193e-02 5.035235539197735824e-03
1.615168313593517632e-02 4.997667591442429662e-03
1.603048591322912136e-02 4.960459696390572340e-03
1.591081373724606216e-02 4.923608342469376099e-03
1.579264604115479878e-02 4.887110042610547968e-03
1.567596250990254195e-02 4.850961334513508895e-03
1.556074307674358212e-02 4.815158780880238014e-03
1.544696791986238313e-02 4.779698969633961424e-03
1.533461745908754753e-02 4.744578514110891175e-03
1.522367235269326928e-02 4.709794053238831532e-03
1.511411349428511304e-02 4.675342251692191260e-03
1.500592200976683631e-02 4.641219800027188841e-03
1.489907925438531400e-02 4.607423414806520977e-03
1.479356680985053317e-02 4.573949838698974750e-03
1.468936648152780085e-02 4.540795840569850084e-03
1.458646029569948821e-02 4.507958215553872772e-03
1.448483049689351307e-02 4.475433785111665799e-03
1.438445954527606437e-02 4.443219397076226922e-03
1.428533011410598394e-02 4.411311925683532656e-03
1.418742508724845676e-02 4.379708271591462379e-03
1.409072755674556886e-02 4.348405361887297538e-03
1.399522082044160100e-02 4.317400150085240994e-03
1.390088837966063987e-02 4.286689616107191951e-03
1.380771393693463675e-02 4.256270766263842674e-03
1.371568139377969502e-02 4.226140633214612446e-03
1.362477484851857927e-02 4.196296275926445288e-03
1.353497859414771153e-02 4.166734779620138475e-03
1.344627711624652409e-02 4.137453255709379156e-03
1.335865509092763921e-02 4.108448841733701624e-03
1.327209738282599319e-02 4.079718701277515631e-03
1.318658904312523632e-02 4.051260023893302371e-03
1.310211530761986459e-02 4.023070025005073651e-03
1.301866159481152550e-02 3.995145945817092474e-03
1.293621350403788284e-02 3.967485053207042700e-03
1.285475681363273774e-02 3.940084639620835411e-03
1.277427747911594885e-02 3.912942022959924743e-03
1.269476163141181405e-02 3.886054546459717218e-03
1.261619557509462662e-02 3.859419578569365378e-03
1.253856578666016040e-02 3.833034512822099810e-03
1.246185891282191455e-02 3.806896767705569840e-03
1.238606176883101304e-02 3.781003786524945228e-03
1.231116133681848385e-02 3.755353037262124712e-03
1.223714476415916491e-02 3.729942012437162824e-03
1.216399936185592889e-02 3.704768228957464743e-03
1.209171260294345657e-02 3.679829227972256870e-03
1.202027212091058214e-02 3.655122574718440605e-03
1.194966570814031022e-02 3.630645858369226011e-03
1.187988131436668385e-02 3.606396691872751793e-03
1.181090704514770745e-02 3.582372711799309932e-03
1.174273116035355960e-02 3.558571578172750518e-03
1.167534207266937921e-02 3.534990974315483769e-03
1.160872834611188092e-02 3.511628606677079812e-03
1.154287869455926548e-02 3.488482204671213352e-03
1.147778198029367897e-02 3.465549520509004448e-03
1.141342721255572679e-02 3.442828329027885007e-03
1.134980354611042803e-02 3.420316427521310522e-03
1.128690027982414204e-02 3.398011635569589840e-03
1.122470685525197090e-02 3.375911794866540312e-03
1.116321285523511585e-02 3.354014769045848051e-03
1.110240800250785441e-02 3.332318443509958272e-03
1.104228215831365087e-02 3.310820725251985112e-03
1.098282532103011903e-02 3.289519542684882138e-03
1.092402762480235330e-02 3.268412845464455443e-03
1.086587933818443895e-02 3.247498604314370384e-03
1.080837086278878430e-02 3.226774810849161648e-03
1.075149273194301106e-02 3.206239477400065277e-03
1.069523560935409408e-02 3.185890636840276943e-03
1.063959028777964819e-02 3.165726342406310553e-03
1.058454768770601684e-02 3.145744667523260856e-03
1.053009885603307591e-02 3.125943705630347073e-03
1.047623496476550453e-02 3.106321570004490218e-03
1.042294730971044837e-02 3.087071442071695048e-03
1.037022730918139152e-02 3.068681202446499855e-03
1.031806650270811025e-02 3.050453913482615784e-03
1.026645654975270709e-02 3.032387825609721751e-03
1.021538922843145784e-02 3.014481209226813670e-03
1.016485643424264868e-02 2.996732354470148327e-03
1.011485017880009787e-02 2.979139570993714122e-03
1.006536258857251842e-02 2.961701187745507686e-03
1.001638590362854270e-02 2.944415552744103232e-03
9.967912476387561990e-03 2.927281032866360568e-03
9.919934770376144864e-03 2.910296013625924758e-03
9.872445358990266859e-03 2.893458898964825551e-03
9.825436924263247426e-03 2.876768111037829572e-03
9.778902255639387170e-03 2.860222090005710722e-03
9.732834248753454570e-03 2.843819293828784688e-03
9.687225904215940667e-03 2.827558198058220847e-03
9.642070326404210065e-03 2.811437295639600872e-03
9.597360722259572555e-03 2.795455096705344328e-03
9.553090400090310033e-03 2.779610128381611398e-03
9.509252768380788839e-03 2.763900934590458533e-03
9.465841334606638416e-03 2.748326075854234506e-03
9.422849704056199260e-03 2.732884129106648210e-03
9.380271578658141290e-03 2.717573687497444428e-03
9.338100755815516296e-03 2.702393360212369897e-03
9.296331127246209788e-03 2.687341772279232960e-03
9.254956677829944897e-03 2.672417564390390174e-03
9.213971484461864342e-03 2.657619392716869828e-03
9.173369714912869149e-03 2.642945928731405426e-03
9.133145626696729732e-03 2.628395859029249160e-03
9.093293565944102902e-03 2.613967885152591007e-03
9.053807966283551958e-03 2.599660723416939365e-03
9.014683347729660068e-03 2.585473104739148802e-03
8.975914315578290698e-03 2.571403774469102448e-03
8.937495559309213689e-03 2.557451492219126651e-03
8.899421851496010227e-03 2.543615031700112092e-03
8.861688046723532539e-03 2.529893180556782705e-03
8.824289080512887073e-03 2.516284740204375800e-03
8.787219968254086910e-03 2.502788525669754835e-03
8.750475804146456635e-03 2.489403365432249840e-03
8.714051760146876435e-03 2.476128101265896459e-03
8.677943084925940007e-03 2.462961588087508001e-03
8.642145102832149428e-03 2.449902693799187268e-03
8.606653212864178240e-03 2.436950299140573650e-03
8.571462887651332824e-03 2.424103297537494144e-03
8.536569672442220758e-03 2.411360594954180953e-03
8.501969184101806562e-03 2.398721109747224255e-03
8.467657110116832281e-03 2.386183772521693804e-03
8.433629207609691369e-03 2.373747525987299559e-03
8.399881302360872118e-03 2.361411324817870409e-03
8.366409287839987954e-03 2.349174135511112194e-03
8.333209124245431060e-03 2.337034936252277081e-03
8.300276837552803683e-03 2.324992716776980335e-03
8.267608518572035214e-03 2.313046478234020119e-03
8.235200322013394927e-03 2.301195233057672790e-03
8.203048465562322311e-03 2.289438004832731847e-03
8.171149228963163480e-03 2.277773828162623845e-03
8.139498953111863958e-03 2.266201748546421701e-03
8.108094039157645594e-03 2.254720822245560689e-03
8.076930947613683229e-03 2.243330116165029395e-03
8.046006197476833141e-03 2.232028707722600626e-03
8.015316365356432368e-03 2.220815684731386724e-03
7.984858084612175833e-03 2.210269433814014608e-03
7.954628044501099032e-03 2.199890387548780746e-03
7.924622989333718337e-03 2.189587989019741755e-03
7.894839717639254295e-03 2.179361462933722925e-03
7.865275081340029895e-03 2.169210043023362625e-03
7.835925984935026428e-03 2.159132971933029957e-03
7.806789384692551861e-03 2.149129501105587203e-03
7.777862287852096296e-03 2.139198890673315191e-03
7.749141751835301670e-03 2.129340409344654059e-03
7.720624883466094268e-03 2.119553334300714430e-03
7.692308838199908051e-03 2.109836951085630741e-03
7.664190819362054312e-03 2.100190553502222831e-03
7.636268077395162203e-03 2.090613443508216110e-03
7.608537909115691868e-03 2.081104931115505298e-03
7.580997656979517572e-03 2.071664334285821651e-03
7.553644708356517523e-03 2.062290978836397396e-03
7.526476494814183377e-03 2.052984198337021605e-03
7.499490491410152303e-03 2.043743334016819620e-03
7.472684215993740525e-03 2.034567734666040389e-03
7.446055228516306607e-03 2.025456756543390566e-03
7.419601130350528609e-03 2.016409763284774184e-03
7.393319563618462424e-03 2.007426125807019405e-03
7.367208210528389950e-03 1.998505222223565751e-03
7.341264792720422414e-03 1.989646437749306284e-03
7.315487070620742618e-03 1.980849164617948851e-03
7.289872842804526014e-03 1.972112801990740134e-03
7.264419945367413950e-03 1.963436755875238096e-03
7.239126251305558202e-03 1.954820439035971982e-03
7.213989669904092780e-03 1.946263270915712116e-03
7.189008146134062520e-03 1.937764677551433168e-03
7.164179660057727779e-03 1.929324091491675837e-03
7.139502226242122954e-03 1.920940951718362209e-03
7.114973893180912175e-03 1.912614703568323807e-03
7.090592742724382593e-03 1.904344798653999360e-03
7.066356889517589994e-03 1.896130694786655720e-03
7.042264480446535323e-03 1.887971855901508745e-03
7.018313694092332203e-03 1.879867751982348912e-03
6.994502740193307352e-03 1.871817858986953628e-03
6.970829859114909856e-03 1.863821658776132050e-03
6.947293321327460518e-03 1.855878639038889772e-03
6.923891426891573032e-03 1.847988293225079695e-03
6.900622504951213140e-03 1.840150120472502015e-03
6.877484913234361945e-03 1.832363625537913182e-03
