0.000000000000000000e+00 3.000000000000000000e+02 3.000000000000000000e+02
3.125000000000000000e-02 3.293460948910723687e+02 3.294104932017914962e+02
6.250000000000000000e-02 3.580569354508924675e+02 3.581845828084596519e+02
9.375000000000000000e-02 3.855110186860564454e+02 3.856996414408215514e+02
1.250000000000000000e-01 4.111140466039204284e+02 4.113602959381030360e+02
1.562500000000000000e-01 4.343117909694036598e+02 4.346113153888847478e+02
1.875000000000000000e-01 4.546020906725474333e+02 4.549496302035757367e+02
2.187500000000000000e-01 4.715457220000544112e+02 4.719352220517937440e+02
2.500000000000000000e-01 4.847759065022573850e+02 4.852006489303934131e+02
2.812500000000000000e-01 4.940062506389087957e+02 4.944589991731854184e+02
3.125000000000000000e-01 4.990369453344393378e+02 4.995101022220565028e+02
3.437500000000000000e-01 4.997590912410344686e+02 5.002448617150516839e+02
3.750000000000000000e-01 4.961570560806461003e+02 4.966476170931470620e+02
4.062500000000000000e-01 4.883088130366041923e+02 4.887964826040592925e+02
4.375000000000000000e-01 4.763842528696710019e+02 4.768616563646814939e+02
4.687500000000000000e-01 4.606415062961290232e+02 4.611017360858393204e+02
5.000000000000000000e-01 4.414213562373095101e+02 4.418581212127981530e+02
5.312500000000000000e-01 4.191398608984866883e+02 4.195476226582755430e+02
5.625000000000000000e-01 3.942793473651995555e+02 3.946534401049204348e+02
5.937500000000000000e-01 3.673779706784440577e+02 3.677147021914127549e+02
6.250000000000000000e-01 3.390180644032257078e+02 3.393147960055667909e+02
6.562500000000000000e-01 3.098135348654835752e+02 3.100687385156674054e+02
6.875000000000000000e-01 2.803965719340878877e+02 2.806098633104150508e+02
7.187500000000000000e-01 2.514039640193472280e+02 2.515761108393530776e+02
7.500000000000000000e-01 2.234633135269820627e+02 2.235962189286702255e+02
7.812500000000000000e-01 1.971794511613557006e+02 1.972761125060077632e+02
8.125000000000000000e-01 1.731213431672709362e+02 1.731857871556265422e+02
8.437500000000000000e-01 1.518097749290082277e+02 1.518469704353543648e+02
8.750000000000000000e-01 1.337060775394909626e+02 1.337218280505393864e+02
9.062500000000000000e-01 1.192021413753113848e+02 1.192029593622372801e+02
9.375000000000000000e-01 1.086119328535582440e+02 1.086048987966667312e+02
9.687500000000000000e-01 1.021646980070438246e+02 1.021573071247536575e+02
1.000000000000000000e+00 1.000000000000000000e+02 1.000000000000000000e+02
