0.000000000000000000e+00 3.000000000000000000e+02 3.000000000000000000e+02
6.250000000000000000e-02 3.580569354508924675e+02 3.585691911495753175e+02
1.250000000000000000e-01 4.111140466039204284e+02 4.121022584019250985e+02
1.875000000000000000e-01 4.546020906725474333e+02 4.559967854682751067e+02
2.500000000000000000e-01 4.847759065022573850e+02 4.864804206687325063e+02
3.125000000000000000e-01 4.990369453344393378e+02 5.009357493259583975e+02
3.750000000000000000e-01 4.961570560806461003e+02 4.981257037596796522e+02
4.375000000000000000e-01 4.763842528696710019e+02 4.783000987246666682e+02
5.000000000000000000e-01 4.414213562373095101e+02 4.431741175317948205e+02
5.625000000000000000e-01 3.942793473651995555e+02 3.957806016129960653e+02
6.250000000000000000e-01 3.390180644032257078e+02 3.402088642535861140e+02
6.875000000000000000e-01 2.803965719340878877e+02 2.812525216779614539e+02
7.500000000000000000e-01 2.234633135269820627e+02 2.239966700390970686e+02
8.125000000000000000e-01 1.731213431672709362e+02 1.733799603523133044e+02
8.750000000000000000e-01 1.337060775394909626e+02 1.337692851859650318e+02
9.375000000000000000e-01 1.086119328535582440e+02 1.085837048056677077e+02
1.000000000000000000e+00 1.000000000000000000e+02 1.000000000000000000e+02
