0.000000000000000000e+00 3.000000000000000000e+02 3.000000000000000000e+02
1.562500000000000000e-02 3.147129127199334562e+02 3.147209739782915676e+02
3.125000000000000000e-02 3.293460948910723687e+02 3.293621813761876069e+02
4.687500000000000000e-02 3.438202480313739784e+02 3.438442878753028822e+02
6.250000000000000000e-02 3.580569354508924675e+02 3.580888213388075201e+02
7.812500000000000000e-02 3.719790073069976302e+02 3.720185970587356223e+02
9.375000000000000000e-02 3.855110186860564454e+02 3.855581360266052116e+02
1.093750000000000000e-01 3.985796384459567889e+02 3.986340739607047112e+02
1.250000000000000000e-01 4.111140466039204284e+02 4.111755588734923208e+02
1.406250000000000000e-01 4.230463181161253488e+02 4.231146350246550583e+02
1.562500000000000000e-01 4.343117909694036598e+02 4.343866111791534195e+02
1.718750000000000000e-01 4.448494165902933446e+02 4.449304111746291710e+02
1.875000000000000000e-01 4.546020906725474333e+02 4.546889048984209012e+02
2.031250000000000000e-01 4.635169626303167547e+02 4.636092178805944855e+02
2.187500000000000000e-01 4.715457220000544112e+02 4.716430178252768428e+02
2.343750000000000000e-01 4.786448602391030818e+02 4.787467765275548004e+02
2.500000000000000000e-01 4.847759065022573850e+02 4.848820057565889670e+02
2.656250000000000000e-01 4.899056361186073332e+02 4.900154658266714023e+02
2.812500000000000000e-01 4.940062506389087957e+02 4.941193457259623756e+02
2.968750000000000000e-01 4.970555284777882434e+02 4.971714138267733460e+02
3.125000000000000000e-01 4.990369453344393378e+02 4.991551383606832246e+02
3.281250000000000000e-01 4.999397637392408456e+02 5.000597770056243689e+02
3.437500000000000000e-01 4.997590912410344686e+02 4.998804350994560082e+02
3.593750000000000000e-01 4.984959069197419694e+02 4.986180921645629951e+02
3.750000000000000000e-01 4.961570560806461003e+02 4.962795965997386247e+02
3.906250000000000000e-01 4.927552131590879299e+02 4.928776285681187233e+02
4.062500000000000000e-01 4.883088130366041923e+02 4.884306312822784548e+02
4.218750000000000000e-01 4.828419511407061009e+02 4.829627110588659207e+02
4.375000000000000000e-01 4.763842528696710019e+02 4.765035066843831828e+02
4.531250000000000000e-01 4.689707130499414234e+02 4.690880288000345217e+02
4.687500000000000000e-01 4.606415062961290232e+02 4.607564701760281878e+02
4.843750000000000000e-01 4.514417693012969721e+02 4.515539879034723754e+02
5.000000000000000000e-01 4.414213562373095101e+02 4.415304586841858168e+02
5.156250000000000000e-01 4.306345685907552934e+02 4.307402085445291959e+02
5.312500000000000000e-01 4.191398608984866883e+02 4.192417184379614241e+02
5.468750000000000000e-01 4.069995239774194147e+02 4.070973073316857835e+02
5.625000000000000000e-01 3.942793473651995555e+02 3.943727944947672768e+02
5.781250000000000000e-01 3.810482628009979749e+02 3.811371428178108545e+02
5.937500000000000000e-01 3.673779706784440577e+02 3.674620850970820243e+02
6.093750000000000000e-01 3.533425514949797162e+02 3.534217353082688078e+02
6.250000000000000000e-01 3.390180644032257078e+02 3.390921869764260350e+02
6.406250000000000000e-01 3.244821350398432855e+02 3.245511008185700916e+02
6.562500000000000000e-01 3.098135348654835752e+02 3.098772838935248046e+02
6.718750000000000000e-01 2.950917542954175588e+02 2.951502625396414601e+02
6.875000000000000000e-01 2.803965719340878877e+02 2.804498514146810066e+02
7.031250000000000000e-01 2.658076222479397757e+02 2.658557209732683759e+02
7.187500000000000000e-01 2.514039640193472280e+02 2.514469657257957351e+02
7.343750000000000000e-01 2.372636519202217755e+02 2.373016756184180451e+02
7.500000000000000000e-01 2.234633135269820627e+02 2.234965128568687476e+02
7.656250000000000000e-01 2.100777340690786730e+02 2.101062964673246825e+02
7.812500000000000000e-01 1.971794511613557006e+02 1.972035968456208082e+02
7.968750000000000000e-01 1.848383617164309385e+02 1.848583424919873721e+02
8.125000000000000000e-01 1.731213431672709362e+02 1.731374410624484881e+02
8.281250000000000000e-01 1.620918910525866465e+02 1.621044167904370283e+02
8.437500000000000000e-01 1.518097749290082277e+02 1.518190662434696208e+02
8.593750000000000000e-01 1.423307144746788140e+02 1.423371342803666266e+02
8.750000000000000000e-01 1.337060775394909626e+02 1.337100119650320664e+02
8.906250000000000000e-01 1.259826017782577310e+02 1.259844580738258202e+02
9.062500000000000000e-01 1.192021413753113848e+02 1.192023457057031095e+02
9.218750000000000000e-01 1.134014402330521989e+02 1.134004353682633592e+02
9.375000000000000000e-01 1.086119328535582440e+02 1.086101757693744077e+02
9.531250000000000000e-01 1.048595739922943153e+02 1.048575333938998710e+02
9.687500000000000000e-01 1.021646980070438246e+02 1.021628517890677728e+02
9.843750000000000000e-01 1.005419086642619675e+02 1.005407413210255640e+02
1.000000000000000000e+00 1.000000000000000000e+02 1.000000000000000000e+02
